pc1,pc2,true_label,pred_label,correct
-0.11677228759806851,-0.22329270729865502,0,0,1
0.37185064625310965,-0.24828465801519845,1,1,1
-0.42295812581692455,-0.5608167025133913,1,1,1
-0.13683425382162026,-0.24422730991101899,0,0,1
0.047331360913776765,-0.06192519568917405,0,0,1
-0.42518673486625647,-0.5573362049340457,1,1,1
-0.11305286819586165,-0.2306909842078577,0,1,0
-0.06565304732685717,-0.18172269318834283,0,1,0
-0.42110555178602366,-0.5619655678305858,1,1,1
-0.428337315830278,-0.55602170392795,1,1,1
-3.458254086330714,5.8715784711458525,0,0,1
0.047312992199191495,-0.06474287652716038,0,0,1
-0.1057262146503021,-0.22894664281678256,0,1,0
-0.42518673486625647,-0.5573362049340457,1,1,1
-0.42518673486625647,-0.5573362049340457,1,1,1
-0.07763268152297173,-0.18336147854736154,0,0,1
0.04780742462089377,-0.05009198378974368,0,0,1
-0.42110555178602366,-0.5619655678305858,1,1,1
-0.428337315830278,-0.55602170392795,1,1,1
-3.4774701694533063,5.8769997792362245,0,0,1
-0.13721195401793052,-0.2460110928560572,0,0,1
-0.42295812581692455,-0.5608167025133913,1,1,1
-0.07292703391500793,-0.1833866275255229,0,0,1
0.07628290687535311,-0.03533044485627771,1,1,1
-0.03327042260906975,-0.15501273890135506,1,1,1
0.039254506451172684,-0.07238008621359837,1,1,1
-0.03327042260906975,-0.15501273890135506,1,1,1
0.039254506451172684,-0.07238008621359837,1,1,1
-0.03327042260906975,-0.15501273890135506,1,1,1
-0.41950547712654374,-0.5551545256996805,1,1,1
-3.4720283045909683,5.872892712425241,0,0,1
-0.13071529083198577,-0.2510616714002898,1,1,1
0.04445389539143934,-0.0645978136665685,1,0,0
-0.42295812581692455,-0.5608167025133913,1,1,1
-3.3251991002766257,5.938158077033368,1,1,1
-0.42518673486625647,-0.5573362049340457,1,1,1
-0.07996248888224405,-0.1792852701567202,1,0,0
0.2824466070417118,-0.3185313150774319,1,1,1
-0.42110555178602366,-0.5619655678305858,1,1,1
-0.0759890805097884,-0.1974541257740311,0,0,1
-0.428337315830278,-0.55602170392795,1,1,1
-3.464140941231724,5.8596175081413895,0,0,1
-0.13721195401793052,-0.2460110928560572,0,0,1
-0.42295812581692455,-0.5608167025133913,1,1,1
-0.07385588629830941,-0.18396520927538806,0,0,1
